skill_overlap,years_experience,salary_offered,distance_km,seniority,contract_type,remote,match
0.453,1.4,16994,27.5,junior,internship,no,0
0.39,8.4,71754,19.0,senior,freelance,no,1
0.731,4.8,40468,30.7,mid,full_time,no,1
0.151,4.7,24331,142.2,mid,internship,no,0
0.757,7.1,26825,65.7,mid,internship,yes,1
0.507,4.3,43159,47.0,mid,full_time,no,1
0.19,3.4,26638,23.5,mid,part_time,no,0
0.213,11.2,48974,14.1,senior,part_time,no,1
0.362,4.9,51462,81.4,mid,freelance,yes,1
0.338,4.6,39296,23.5,mid,full_time,no,1
0.665,4.3,39040,20.1,mid,full_time,no,1
0.056,2.6,41750,10.8,mid,full_time,no,0
0.001,1.0,17408,27.0,junior,internship,no,0
0.865,4.3,47765,130.6,mid,freelance,yes,1
0.503,3.6,42842,40.9,mid,full_time,no,1
0.828,10.5,60588,10.1,senior,full_time,no,1
0.598,4.2,42947,87.9,mid,full_time,no,0
0.227,5.6,25125,25.0,mid,part_time,no,1
0.561,11.9,68034,87.5,senior,full_time,yes,1
0.698,3.5,45085,32.1,mid,full_time,no,1
0.628,1.0,28256,175.8,junior,full_time,yes,1
0.101,2.2,22951,55.8,junior,part_time,no,0
0.502,1.8,16259,39.3,junior,internship,no,0
0.274,1.0,24020,137.4,junior,full_time,yes,0
0.05,4.2,37866,15.0,mid,full_time,no,1
0.514,5.3,30233,29.0,mid,part_time,no,1
0.228,4.1,47780,7.7,mid,freelance,no,1
0.778,0.9,26101,16.4,junior,full_time,yes,1
0.436,8.4,37729,86.9,mid,full_time,no,0
0.443,1.0,18003,20.3,junior,full_time,no,1
0.646,14.4,70858,23.8,senior,full_time,no,0
0.117,1.3,33966,23.7,junior,full_time,no,0
0.596,4.9,39043,66.3,mid,full_time,no,1
0.624,2.1,15958,12.8,junior,part_time,no,1
0.538,2.6,48352,180.6,mid,full_time,yes,1
0.108,0.5,21421,50.8,junior,full_time,yes,0
0.511,3.2,26698,17.1,mid,internship,no,1
0.517,3.0,30229,41.8,junior,full_time,no,0
0.529,15.5,63776,78.1,senior,full_time,no,1
0.249,3.1,48136,63.1,mid,full_time,yes,1
0.746,3.3,40951,13.8,mid,full_time,yes,1
0.354,10.8,67942,41.0,senior,full_time,no,1
0.364,7.9,35949,125.0,senior,internship,yes,1
0.716,2.1,23742,53.0,junior,full_time,no,0
0.519,0.0,35150,39.8,junior,full_time,no,1
0.081,1.6,26360,55.0,junior,full_time,yes,0
0.505,2.5,26498,127.6,junior,full_time,no,1
0.472,5.3,44847,66.2,mid,full_time,no,0
0.626,9.2,69341,42.9,senior,full_time,no,0
0.26,12.9,32207,57.7,senior,internship,yes,1
0.291,2.8,53343,114.7,mid,freelance,no,0
0.209,4.0,23078,24.4,mid,internship,no,0
0.404,6.8,64692,103.2,senior,full_time,no,1
0.497,12.6,36236,68.6,senior,internship,yes,0
0.297,1.9,21571,113.2,junior,part_time,yes,1
0.828,6.2,36542,19.7,mid,full_time,no,1
0.386,8.6,76173,35.7,senior,freelance,no,1
0.487,1.1,16115,16.4,junior,internship,no,0
0.577,3.7,30214,29.9,mid,part_time,no,1
0.465,9.6,67670,166.4,senior,full_time,yes,0
0.575,7.0,64282,20.0,senior,full_time,no,1
0.43,5.7,66691,12.7,senior,full_time,yes,1
0.741,5.5,44722,48.4,mid,full_time,yes,1
0.352,1.4,20839,111.8,junior,part_time,yes,1
0.192,1.7,18279,19.4,junior,part_time,no,1
0.395,2.0,45916,129.3,mid,full_time,yes,1
0.131,3.9,38237,12.8,mid,full_time,no,0
0.742,3.2,45680,34.7,mid,full_time,no,1
0.393,4.9,42057,105.7,mid,full_time,yes,0
0.287,2.3,31065,50.1,junior,full_time,no,0
0.341,2.9,48292,87.4,mid,full_time,yes,0
0.28,0.1,27792,195.2,junior,full_time,no,0
0.045,0.9,24052,51.2,junior,part_time,no,1
0.298,3.1,30206,42.8,junior,full_time,no,1
0.0,1.5,21640,23.3,junior,part_time,no,1
0.352,8.3,37859,35.7,senior,internship,no,0
0.351,7.6,47320,11.5,mid,freelance,no,1
0.736,3.0,34587,59.1,junior,full_time,yes,1
0.467,2.0,42295,34.2,mid,full_time,no,1
0.309,6.2,20544,7.3,mid,internship,no,1
0.46,4.5,20111,114.2,junior,part_time,yes,1
0.036,1.0,31946,73.7,junior,full_time,yes,0
0.49,0.3,17779,32.1,junior,part_time,no,0
0.231,5.8,48622,187.8,mid,full_time,no,1
0.638,1.2,26200,95.4,junior,part_time,yes,1
0.674,2.6,23691,40.2,junior,full_time,no,1
0.133,2.7,34907,118.7,junior,freelance,no,0
0.32,5.0,38613,180.2,mid,full_time,no,1
0.909,3.8,25083,12.3,junior,full_time,no,1
0.409,12.3,63359,50.0,senior,full_time,no,0
0.576,1.5,26242,155.0,junior,full_time,yes,1
0.546,4.6,44539,13.3,mid,full_time,no,1
0.619,7.3,44148,95.8,mid,full_time,yes,1
0.334,8.2,43479,16.5,mid,full_time,no,1
0.664,2.0,21011,27.0,junior,part_time,no,1
0.642,7.2,63152,44.1,senior,full_time,no,0
0.262,13.0,46928,18.9,senior,part_time,no,0
0.188,0.8,31870,47.0,junior,full_time,no,0
0.416,0.0,26779,134.2,junior,full_time,no,0
0.298,7.6,55097,57.3,senior,part_time,yes,1
0.364,4.2,39776,57.2,mid,full_time,no,1
0.641,1.5,28161,139.9,junior,full_time,no,1
0.345,0.3,29083,25.9,junior,full_time,no,1
0.237,4.7,46137,24.5,mid,full_time,no,1
0.641,3.7,45393,19.3,mid,full_time,no,1
0.168,2.7,43076,60.1,mid,full_time,no,0
0.341,6.3,50474,98.5,senior,part_time,yes,1
0.041,5.2,40080,34.2,mid,full_time,yes,0
0.525,2.1,27326,17.0,junior,full_time,no,0
0.606,4.9,49920,129.2,mid,full_time,no,1
0.269,0.0,12045,45.8,junior,internship,no,0
0.693,0.8,13431,19.4,junior,internship,no,0
0.52,1.8,27363,27.4,junior,freelance,no,0
0.323,1.9,25385,14.6,junior,full_time,no,1
0.467,2.1,18959,24.8,mid,internship,no,0
0.251,1.5,16710,76.7,junior,part_time,no,0
0.181,5.2,43130,39.1,mid,full_time,no,0
0.538,4.9,25657,74.3,mid,internship,no,1
0.168,3.6,43234,93.9,mid,full_time,no,0
0.446,3.5,39684,44.2,mid,full_time,yes,1
0.235,9.6,59106,25.4,senior,full_time,no,0
0.323,5.1,25288,85.6,mid,part_time,yes,0
0.875,3.4,23734,55.7,junior,full_time,no,1
0.615,6.9,39669,164.9,mid,full_time,yes,1
0.25,5.1,40394,31.0,mid,full_time,no,1
0.323,3.1,21918,22.3,junior,part_time,no,1
0.267,0.8,26646,29.5,junior,full_time,no,1
0.504,3.1,37746,113.6,junior,freelance,no,1
0.34,5.7,51334,30.5,mid,full_time,yes,1
0.158,3.3,21258,150.1,junior,part_time,yes,0
0.216,1.4,22141,40.4,junior,full_time,yes,1
0.654,10.7,63121,72.5,senior,full_time,no,1
0.502,9.5,34816,90.8,senior,internship,no,1
0.66,1.5,24031,166.6,junior,part_time,yes,1
0.776,9.4,60324,27.2,senior,full_time,no,1
0.558,1.4,23159,40.7,junior,full_time,yes,1
0.685,13.0,65917,13.0,senior,full_time,no,1
0.754,9.2,33836,52.8,senior,internship,no,1
0.492,0.9,30231,117.7,junior,freelance,no,0
0.279,3.3,29366,37.5,mid,part_time,yes,0
0.745,7.8,63587,31.1,senior,full_time,no,1
0.324,6.2,65697,97.3,senior,full_time,no,0
0.846,12.2,58539,15.0,senior,full_time,yes,1
0.286,3.9,42057,98.2,mid,full_time,no,1
0.727,1.0,30407,103.1,junior,full_time,no,1
0.397,7.9,66565,54.1,senior,full_time,no,0
0.63,5.4,49375,44.8,mid,full_time,no,1
0.744,2.5,40469,66.9,mid,full_time,no,1
0.236,2.8,27675,97.2,junior,full_time,no,0
0.555,4.8,46457,63.5,mid,full_time,no,1
0.756,1.9,32389,59.7,junior,freelance,no,1
0.485,5.2,28369,24.4,mid,internship,no,1
0.72,0.9,18259,57.8,junior,internship,no,1
0.369,4.4,42503,51.1,mid,full_time,no,0
0.571,8.2,64960,151.4,senior,full_time,no,1
0.548,5.0,42438,48.4,mid,full_time,yes,1
0.38,4.6,43139,43.5,mid,full_time,yes,1
0.558,0.6,25041,70.6,junior,full_time,no,0
0.761,11.6,38121,53.7,senior,internship,no,1
0.081,3.6,56449,96.3,mid,freelance,yes,0
0.551,0.7,21659,25.9,junior,full_time,no,1
0.199,1.3,32126,11.1,junior,full_time,no,1
0.739,2.4,28847,19.4,junior,full_time,no,1
0.728,2.7,45655,151.4,mid,full_time,no,0
0.309,14.1,46695,33.8,senior,part_time,no,0
0.104,4.4,41365,57.2,mid,full_time,no,0
0.104,0.6,33269,32.0,junior,full_time,yes,1
0.417,9.6,64827,22.9,senior,full_time,no,1
0.205,2.4,18287,9.3,junior,internship,no,0
0.352,8.7,72690,34.4,senior,freelance,no,1
0.52,1.7,27306,90.0,junior,full_time,no,1
0.328,6.5,43783,15.2,mid,full_time,no,1
0.257,9.0,78409,75.1,senior,freelance,yes,0
0.607,1.6,24524,43.4,junior,part_time,yes,1
0.351,6.0,31252,119.7,mid,part_time,yes,1
0.593,7.9,65000,9.3,senior,full_time,no,0
0.363,2.5,31392,10.4,junior,full_time,no,0
0.456,2.3,33889,108.6,junior,full_time,yes,1
0.077,4.0,40323,101.0,mid,full_time,yes,0
0.671,0.1,32158,19.5,junior,full_time,no,1
0.156,0.4,26150,4.4,junior,full_time,yes,0
0.382,4.0,43987,31.3,mid,full_time,yes,1
0.351,3.8,44248,126.8,mid,full_time,yes,1
0.08,1.3,26294,42.0,junior,full_time,no,1
0.482,1.9,27379,21.1,junior,full_time,no,0
0.506,8.1,58808,54.6,senior,full_time,no,0
0.52,3.8,45797,38.7,mid,full_time,yes,0
0.751,8.1,65978,118.4,senior,full_time,yes,1
0.055,4.9,41853,37.2,mid,full_time,no,0
0.464,11.3,62997,19.0,senior,full_time,no,1
0.569,6.1,25648,167.9,mid,internship,no,1
0.099,2.9,28649,29.0,junior,full_time,no,0
0.078,8.8,60978,27.7,senior,full_time,no,0
0.851,7.9,41606,38.1,mid,full_time,no,1
0.812,1.6,28577,38.3,junior,freelance,no,1
0.135,3.2,28911,40.5,junior,full_time,yes,0
0.436,3.3,45650,92.8,mid,full_time,yes,1
0.59,0.8,28674,39.9,junior,full_time,no,0
0.399,1.0,29520,44.9,junior,full_time,no,1
0.183,1.2,19100,105.0,junior,internship,no,1
0.75,5.5,40395,84.8,mid,full_time,yes,1
0.383,0.7,31631,86.8,junior,freelance,yes,0
0.164,5.3,35701,70.1,mid,full_time,no,0
0.224,2.7,26672,34.1,junior,full_time,no,1
0.636,0.0,18853,101.4,junior,part_time,no,0
0.62,4.0,44289,20.6,mid,full_time,no,1
0.547,1.0,29615,23.4,junior,full_time,no,0
0.407,3.0,47253,110.2,mid,full_time,no,0
0.082,2.6,26245,153.1,junior,full_time,no,0
0.181,1.2,30228,178.4,junior,full_time,yes,1
0.476,2.6,34791,27.4,junior,freelance,no,1
0.817,4.9,50020,48.3,mid,full_time,no,1
0.183,3.7,29524,14.3,junior,full_time,no,1
0.765,12.4,74582,9.0,senior,freelance,no,1
0.101,1.6,29280,27.6,junior,full_time,yes,0
0.707,7.7,33129,46.3,mid,part_time,no,1
0.709,4.9,46807,23.6,mid,full_time,no,0
0.519,2.7,27351,120.3,junior,full_time,yes,0
0.584,3.3,29012,10.0,mid,part_time,no,1
0.419,3.9,38017,75.4,junior,full_time,yes,1
0.304,4.3,38056,239.8,mid,full_time,no,0
0.028,1.9,35195,72.9,junior,freelance,no,0
0.554,2.8,51206,207.3,mid,freelance,yes,1
0.491,8.7,49877,91.8,senior,part_time,no,1
0.59,1.5,23703,11.6,junior,full_time,no,0
0.781,4.5,51482,41.9,mid,full_time,no,1
0.91,5.5,42618,22.6,mid,full_time,no,1
0.218,2.4,14059,45.7,junior,internship,yes,0
0.754,3.5,37346,16.8,mid,full_time,no,1
0.378,0.0,34962,193.2,mid,full_time,no,0
0.285,8.1,69415,137.9,senior,full_time,yes,0
0.736,12.2,62068,45.0,senior,full_time,no,1
0.291,2.7,27902,400.0,junior,full_time,yes,0
0.518,4.9,41152,29.2,mid,full_time,yes,1
0.156,3.7,43882,37.7,mid,full_time,no,0
0.513,1.5,33563,81.3,junior,freelance,no,0
0.387,1.0,30632,78.4,junior,full_time,no,0
0.424,9.1,38516,16.9,senior,internship,no,1
0.348,3.2,13356,42.7,junior,internship,yes,1
0.422,3.4,37287,7.3,mid,full_time,no,0
0.374,8.7,66430,120.6,senior,full_time,yes,1
0.103,1.2,23441,97.6,junior,part_time,yes,0
0.081,3.4,43639,56.1,mid,full_time,yes,1
0.33,9.1,30280,78.8,senior,internship,yes,0
0.288,5.1,42201,45.6,mid,full_time,no,1
0.366,2.7,24498,13.8,junior,full_time,no,1
0.452,1.8,32277,32.9,junior,freelance,no,0
0.27,12.7,52126,35.5,senior,part_time,no,1
0.579,3.3,20113,54.4,junior,full_time,yes,1
0.168,3.9,36775,87.5,mid,part_time,no,0
0.164,0.7,12000,14.1,junior,internship,no,0
0.704,5.9,45486,56.6,mid,full_time,no,0
0.37,9.8,77694,50.0,senior,freelance,no,1
0.214,5.9,42206,55.7,mid,full_time,yes,1
0.256,12.1,76341,49.7,senior,freelance,no,0
0.453,0.6,25545,55.2,junior,full_time,no,0
0.917,4.1,37219,38.8,mid,full_time,yes,1
0.585,8.4,68982,37.1,senior,full_time,no,1
0.26,3.7,45909,63.0,mid,freelance,no,0
0.362,2.4,34303,3.2,junior,full_time,no,1
0.766,11.7,51841,62.1,senior,part_time,no,1
0.124,0.4,25044,92.6,junior,full_time,no,1
0.506,4.7,44060,199.7,mid,full_time,no,0
0.599,9.6,66848,150.6,senior,full_time,no,1
0.138,1.6,34029,17.4,junior,full_time,no,1
0.093,3.0,27129,104.8,junior,full_time,yes,0
0.529,0.0,27187,34.8,junior,full_time,no,0
0.414,1.9,29517,33.7,junior,full_time,no,1
0.414,2.7,28064,139.2,junior,full_time,no,1
0.437,4.3,37134,142.7,mid,full_time,no,0
0.414,1.5,35752,86.4,junior,freelance,no,1
0.274,1.9,47594,39.3,mid,full_time,no,0
0.234,0.6,22167,42.0,junior,part_time,yes,1
0.428,1.2,24386,14.9,junior,full_time,yes,0
0.511,0.7,20604,38.9,junior,part_time,no,1
0.115,7.4,38817,98.8,mid,full_time,no,0
0.182,5.6,41093,22.9,mid,full_time,no,0
0.528,1.6,28649,82.7,junior,full_time,no,0
0.507,11.2,67296,12.3,senior,full_time,no,0
0.185,3.8,48178,67.9,mid,full_time,yes,0
0.689,1.2,30195,20.7,junior,full_time,no,1
0.201,11.4,45047,125.5,senior,part_time,no,1
0.81,1.0,31227,85.7,junior,full_time,yes,1
0.016,2.0,14862,24.3,junior,internship,yes,0
0.237,1.6,47695,65.5,mid,freelance,no,0
0.285,3.1,27951,37.8,junior,full_time,no,1
0.545,1.8,28473,36.2,junior,full_time,no,0
0.303,4.2,51844,11.8,mid,freelance,no,1
0.043,2.8,22739,42.7,junior,part_time,no,1
0.619,6.6,72843,76.6,senior,freelance,yes,0
0.569,9.2,43493,138.3,senior,part_time,no,1
0.487,3.6,45536,23.7,mid,full_time,yes,1
0.275,4.4,43885,39.6,mid,full_time,no,0
0.233,1.3,47674,33.3,mid,full_time,yes,0
0.666,11.4,74405,14.5,senior,freelance,no,1
0.462,3.1,21980,6.4,junior,part_time,no,1
0.475,0.9,29671,20.7,junior,full_time,no,1
0.121,3.8,36560,56.7,mid,full_time,no,0
0.344,3.9,36357,21.8,mid,full_time,no,0
0.474,1.8,30576,34.0,junior,full_time,no,1
0.473,4.2,33737,36.5,mid,part_time,yes,0
0.667,1.1,20576,100.6,junior,internship,yes,1
0.269,11.8,73403,26.9,senior,full_time,yes,1
0.602,0.0,32115,133.9,junior,freelance,yes,1
0.721,1.9,27606,146.3,junior,full_time,yes,1
0.492,0.4,23252,91.2,junior,full_time,no,1
0.381,2.0,29813,29.2,junior,full_time,no,1
0.448,0.0,12000,344.5,junior,internship,no,0
0.459,1.7,25444,33.3,junior,full_time,yes,1
0.394,0.0,16480,20.0,junior,internship,no,1
0.63,2.2,26534,97.4,junior,full_time,yes,1
0.665,1.1,27835,49.8,junior,full_time,no,1
0.522,1.0,27275,42.8,junior,full_time,no,0
0.079,2.6,12000,85.8,junior,internship,yes,0
0.268,1.2,25936,81.2,junior,freelance,yes,0
0.324,1.6,30450,24.8,junior,full_time,no,0
0.171,1.3,27378,44.6,junior,full_time,no,0
0.606,2.0,22189,122.9,junior,part_time,no,1
0.504,4.1,43055,152.2,mid,full_time,yes,1
0.443,12.1,66683,51.5,senior,full_time,yes,1
0.831,9.3,49322,43.0,senior,part_time,no,1
0.327,4.6,41327,81.5,mid,full_time,no,0
0.706,6.8,42075,76.9,mid,full_time,yes,1
0.53,2.5,25322,195.5,junior,full_time,yes,1
0.331,3.7,50689,46.6,mid,full_time,no,1
0.199,3.1,45524,19.1,mid,full_time,no,0
0.186,12.9,42041,8.6,senior,internship,yes,0
0.643,7.4,40192,95.7,senior,internship,no,1
0.42,1.9,30523,19.9,mid,part_time,no,1
0.209,3.7,41364,4.8,mid,full_time,no,0
0.907,5.3,66960,113.8,senior,full_time,yes,1
0.621,2.3,26725,58.7,junior,full_time,no,1
0.631,8.3,80065,200.6,senior,freelance,yes,1
0.201,1.0,12553,29.4,junior,internship,no,0
0.341,12.0,32016,6.0,senior,internship,no,1
0.172,2.4,37463,10.1,mid,full_time,no,0
0.782,2.7,26866,72.3,junior,full_time,no,0
0.342,5.9,40348,19.0,mid,full_time,no,1
0.584,0.6,19464,10.4,junior,part_time,yes,1
0.072,4.4,24086,79.8,mid,internship,yes,0
0.66,5.9,39180,58.1,mid,full_time,yes,1
0.846,6.7,44598,29.6,mid,full_time,no,1
0.556,6.3,63110,86.1,senior,full_time,yes,0
0.226,0.8,23896,44.9,junior,full_time,no,0
0.683,1.4,18747,130.5,junior,part_time,no,1
0.18,2.5,27517,137.9,junior,full_time,no,0
0.184,0.3,31012,51.1,junior,full_time,no,0
0.139,3.2,41739,53.7,mid,full_time,no,0
0.382,2.4,22384,34.8,junior,full_time,no,1
0.267,1.4,29706,76.8,junior,full_time,no,0
0.447,4.0,43639,7.2,mid,full_time,no,0
0.534,5.3,64919,113.8,senior,full_time,yes,1
0.214,1.1,33764,39.2,junior,freelance,yes,0
0.682,4.7,79771,33.1,senior,freelance,no,1
0.518,6.5,28475,46.5,mid,part_time,no,0
0.295,2.6,24362,59.4,junior,part_time,no,0
0.414,4.8,46429,32.8,mid,full_time,no,0
0.514,0.7,28615,127.7,junior,full_time,no,1
0.276,3.8,23699,66.7,junior,full_time,no,0
0.728,5.3,36074,57.1,mid,part_time,no,1
0.505,1.3,31206,30.4,junior,full_time,no,1
0.857,1.6,29919,23.8,junior,full_time,no,1
0.679,6.0,43077,87.2,mid,full_time,yes,1
0.142,3.0,19913,152.3,junior,internship,yes,0
0.616,10.8,62025,113.4,senior,full_time,no,0
0.13,1.7,31000,13.6,junior,full_time,no,0
0.418,5.4,63874,44.0,senior,full_time,no,0
0.405,5.8,25632,9.1,mid,part_time,no,0
0.374,10.4,63434,125.5,senior,full_time,yes,1
0.356,8.2,66414,44.2,senior,full_time,no,0
0.299,2.7,16178,64.7,junior,internship,no,0
0.373,5.1,24651,81.3,mid,internship,no,0
0.846,0.0,14577,106.4,junior,internship,yes,1
0.464,7.1,65739,162.5,senior,full_time,no,1
0.567,6.6,44189,23.5,mid,full_time,no,1
0.034,1.1,36260,79.3,junior,full_time,no,0
0.225,6.5,63628,41.8,senior,full_time,no,0
0.486,1.9,35787,100.9,junior,freelance,no,1
0.38,4.4,45523,52.4,mid,full_time,yes,0
0.399,5.3,43689,47.5,mid,full_time,yes,0
0.152,2.6,23445,37.1,junior,full_time,no,0
0.219,4.2,28658,81.2,mid,internship,yes,1
0.436,9.5,75621,24.8,senior,freelance,no,1
0.63,2.3,13794,82.3,junior,internship,yes,1
0.371,6.0,40165,126.6,mid,full_time,yes,1
0.311,2.2,28914,136.0,junior,full_time,no,0
0.623,3.4,29162,80.0,mid,part_time,yes,1
0.178,2.6,26010,94.5,junior,full_time,no,1
0.272,7.1,48143,114.3,senior,part_time,yes,1
0.261,9.0,67112,14.3,senior,full_time,yes,1
0.432,2.0,30942,104.1,junior,full_time,yes,0
0.561,0.0,27728,106.7,junior,full_time,yes,1
0.251,2.0,41256,38.0,mid,full_time,no,0
0.44,5.5,42379,26.0,mid,full_time,no,1
0.796,3.0,39380,22.3,mid,full_time,no,1
0.43,2.9,26785,146.1,junior,full_time,yes,1
0.563,0.7,27204,10.1,junior,full_time,yes,1
0.426,10.0,37831,174.0,senior,internship,yes,0
0.107,2.8,47631,72.3,mid,full_time,no,0
0.522,10.5,32463,61.8,senior,internship,yes,1
0.359,6.4,44097,193.5,mid,full_time,yes,0
0.671,11.3,64197,104.7,senior,full_time,no,1
0.605,1.8,27406,67.4,junior,full_time,no,1
0.508,1.7,26292,56.6,junior,full_time,no,1
0.374,9.4,40817,119.1,senior,internship,yes,0
0.111,6.4,27260,19.9,senior,internship,no,0
0.199,1.5,24865,55.9,junior,full_time,yes,1
0.148,0.4,24815,12.1,junior,part_time,no,1
0.334,5.9,46077,17.0,mid,full_time,no,1
0.023,0.0,35000,92.7,junior,full_time,yes,0
0.202,0.5,29073,67.7,junior,full_time,no,0
0.376,10.2,66688,27.4,senior,full_time,no,0
0.224,2.3,21479,22.4,junior,full_time,no,0
0.396,4.0,43270,93.8,mid,full_time,yes,1
0.448,0.1,17358,41.3,junior,internship,no,1
0.364,0.6,14154,287.9,junior,internship,yes,0
0.256,0.0,41677,112.9,mid,full_time,no,1
0.44,1.9,33153,262.9,junior,full_time,yes,0
0.489,5.3,37544,139.0,mid,part_time,yes,1
0.046,0.5,28876,10.7,junior,full_time,no,0
0.407,10.6,64822,34.2,senior,full_time,no,1
0.203,5.5,34051,57.2,mid,part_time,no,0
0.239,8.5,63707,6.6,senior,full_time,no,1
0.158,1.0,24654,80.8,junior,part_time,no,1
0.621,1.6,26163,77.5,junior,full_time,no,1
0.714,1.8,31465,37.0,junior,full_time,yes,1
0.327,5.3,43191,97.3,mid,full_time,yes,1
0.234,0.5,25833,42.8,junior,full_time,no,0
0.619,1.6,17119,27.9,junior,internship,yes,1
0.627,1.9,26627,22.4,junior,full_time,no,1
0.315,0.2,31480,400.0,junior,full_time,no,0
0.376,1.7,25360,67.7,junior,full_time,yes,1
0.55,0.8,21786,46.3,junior,part_time,no,1
0.647,1.6,12838,7.5,junior,internship,no,1
0.574,5.2,46204,24.8,mid,full_time,no,0
0.168,2.2,17901,42.7,junior,internship,no,0
0.657,1.3,33009,54.6,junior,freelance,yes,1
0.142,4.2,32391,209.9,mid,part_time,yes,0
0.618,3.9,55644,60.5,mid,freelance,yes,1
0.31,2.4,34857,6.6,junior,freelance,no,0
0.179,2.8,40615,130.9,mid,full_time,yes,1
0.452,8.3,68271,18.5,senior,full_time,no,1
0.476,3.5,41290,75.5,mid,full_time,yes,0
0.512,15.2,49286,17.8,senior,part_time,no,0
0.723,5.0,34656,37.1,mid,full_time,no,1
0.858,2.3,31692,132.2,junior,full_time,yes,1
0.481,5.0,45956,15.7,mid,freelance,no,0
0.252,5.7,30773,38.2,mid,part_time,no,1
0.343,5.8,69874,73.4,senior,freelance,no,0
0.091,2.4,23731,171.2,mid,internship,no,0
0.543,2.4,28247,19.8,junior,full_time,no,0
0.119,2.0,37540,42.7,mid,full_time,no,0
0.083,1.9,28114,33.1,junior,full_time,no,1
0.303,3.9,41072,51.5,mid,full_time,no,1
0.233,3.0,46284,14.0,mid,full_time,no,0
0.133,4.8,29965,8.3,mid,part_time,yes,0
0.564,10.2,66676,81.4,senior,full_time,no,0
0.339,2.5,38113,65.0,mid,full_time,yes,0
0.425,6.3,31780,96.6,mid,part_time,no,0
0.577,3.3,44512,129.6,mid,full_time,yes,1
0.418,11.6,66426,62.8,senior,full_time,no,0
0.46,8.1,66534,130.5,senior,full_time,yes,1
0.321,2.6,34901,110.6,junior,full_time,yes,1
0.242,6.9,41998,48.9,mid,full_time,yes,0
0.439,1.9,29686,18.1,junior,full_time,no,1
0.731,8.6,35721,111.9,senior,internship,yes,1
0.504,5.3,46816,101.2,mid,freelance,yes,0
0.631,2.9,39103,79.5,mid,full_time,yes,1
0.137,0.0,18430,123.5,junior,part_time,yes,0
0.324,0.7,30115,116.3,junior,full_time,no,0
0.357,7.6,52945,38.0,mid,freelance,no,1
0.772,1.3,30104,117.6,junior,full_time,no,1
0.254,1.4,26827,35.3,junior,full_time,no,1
0.439,8.0,46551,28.6,senior,part_time,no,1
0.59,4.9,32075,20.3,mid,part_time,no,0
0.401,1.9,25195,32.5,junior,full_time,yes,1
0.24,0.7,31093,10.7,junior,full_time,no,1
0.426,9.0,66293,83.8,senior,full_time,no,0
0.15,4.7,28113,23.3,mid,part_time,no,0
0.05,4.4,36720,75.3,mid,part_time,no,0
0.288,3.5,24618,64.8,junior,full_time,yes,1
0.322,1.4,15581,5.5,junior,internship,no,1
0.178,1.5,30918,11.0,junior,full_time,no,0
0.663,5.2,45830,17.7,mid,full_time,yes,1
0.324,0.8,26653,21.2,junior,full_time,yes,1
0.043,0.5,26557,86.6,junior,full_time,no,0
0.313,5.3,46404,35.6,mid,freelance,yes,1
0.267,11.2,65766,34.4,senior,full_time,no,1
0.469,3.2,46130,191.4,mid,full_time,yes,0
0.653,4.2,36577,128.4,mid,full_time,yes,1
0.235,4.7,43946,56.8,mid,full_time,no,1
0.355,5.4,29778,45.1,mid,part_time,no,0
0.335,1.4,27675,16.5,junior,full_time,no,0
0.59,5.4,38273,60.8,mid,full_time,no,0
0.469,4.7,41094,41.3,mid,full_time,yes,1
0.366,3.7,48973,16.1,mid,full_time,no,1
0.332,8.5,65766,56.9,senior,full_time,yes,1
0.48,16.8,36784,50.8,senior,internship,yes,0
0.171,1.5,25638,101.4,junior,full_time,yes,0
0.128,1.4,37040,124.9,junior,full_time,no,0
0.341,3.2,34797,34.1,junior,freelance,yes,0
0.787,1.4,28765,212.3,junior,full_time,yes,1
0.81,1.4,24221,65.6,junior,part_time,no,0
0.365,2.3,30082,220.5,junior,full_time,yes,1
0.541,3.6,41398,98.2,mid,full_time,no,0
0.408,2.7,47851,16.6,mid,freelance,no,1
0.743,7.9,61563,88.9,senior,full_time,yes,1
0.421,1.3,19721,27.3,junior,part_time,no,0
0.179,2.0,26231,90.6,junior,full_time,no,1
0.217,0.2,29124,20.1,junior,full_time,no,1
0.153,0.2,27259,62.5,junior,full_time,no,0
0.25,1.6,30400,31.6,junior,full_time,no,0
0.776,12.4,36099,121.2,senior,internship,no,1
0.284,1.3,25056,4.6,junior,full_time,no,0
0.685,0.7,33211,154.4,junior,full_time,no,1
0.207,5.4,41907,51.8,mid,full_time,yes,1
0.271,3.6,34385,158.9,mid,part_time,yes,1
0.39,4.2,38671,124.0,mid,full_time,yes,1
0.606,1.6,23695,31.2,junior,part_time,no,1
0.305,10.4,61224,29.8,senior,full_time,yes,1
0.182,1.7,22180,18.4,junior,internship,no,1
0.605,4.9,45657,69.3,mid,full_time,yes,1
0.35,4.5,47539,25.6,mid,freelance,no,1
0.49,9.3,68950,66.9,senior,full_time,yes,1
0.355,0.8,27764,39.0,junior,freelance,no,0
0.603,4.5,41292,70.2,mid,full_time,no,1
0.47,1.0,30607,193.4,junior,full_time,no,0
0.47,1.7,23006,31.4,junior,part_time,no,0
